"STREET","CITY","REGION","ZIP","CC2"
"","","","","BR"
"Rua Jeová Bezerra","Patos","PB","58700-090","BR"
"Rua Antônio José Leite","Patos","PB","58700-153","BR"
"Rua Aluízio de Queiroz Melo","Patos","PB","58704-370","BR"
"Avenida das Laranjeiras","Patos","PB","58705-650","BR"
"Rua Sete de Setembro","Patos","PB","58708-275","BR"
"Rua Raimundo de Paiva Gadelha","Sousa","PB","58800-520","BR"
"Rua Joaquim Pinto de Oliveira","Sousa","PB","58802-090","BR"
"Travessa José Celestino de Paula","Sousa","PB","58806-626","BR"
"Rua Fernando Henrique Lima de Queiroz","Sousa","PB","58807-015","BR"
"Rua Belchior Gomes de Araújo","Iguatu","CE","63505-405","BR"
"","Acopiara","CE","63562-000","BR"
"","","","","BR"
"","","","","BR"
"Rua 7","Quixadá","CE","63901-210","BR"
"Rua Francisco Carlos Cavalcante Roque","Quixadá","CE","63901-280","BR"
"Rua Helder Valderk Monteiro","Quixadá","CE","63903-380","BR"
"Rua José Almeida Barros","Quixadá","CE","63906-060","BR"
"Rua Aderaldo Ferreira de Araújo","Quixadá","CE","63908-763","BR"
"Rua Senador Teodoro Pacheco","Teresina","PI","64001-902","BR"
"Rua Oito","Teresina","PI","64005-513","BR"
"Avenida Duque de Caxias","Teresina","PI","64006-245","BR"
"Rua Vinícius de Morais","Teresina","PI","64006-600","BR"
"Rua Castelo do Piauí","Teresina","PI","64008-363","BR"
"Rua Doze","Teresina","PI","64011-623","BR"
"Rua Santa Luzia","Teresina","PI","64012-090","BR"
"Quadra AC","Teresina","PI","64012-336","BR"
"Quadra C","Teresina","PI","64012-361","BR"
"Rua Carlos Alberto Carneiro","Teresina","PI","64012-520","BR"
"Quadra W","Teresina","PI","64012-643","BR"
"Quadra I","Teresina","PI","64012-821","BR"
"Quadra 37","Teresina","PI","64013-490","BR"
"Quadra 53","Teresina","PI","64013-506","BR"
"Rua Professor João Alencar Araripe","Ilhéus","BA","45657-655","BR"
"Rua Galdino Fernandes","Ilhéus","BA","45658-606","BR"
"","Itarantim","BA","45780-000","BR"
"Praça da Bandeira","Eunápolis","BA","45820-070","BR"
"Avenida Dom Vital","Eunápolis","BA","45823-411","BR"
"","Camacan","BA","45880-000","BR"
"Rua das Perdizes","Teixeira de Freitas","BA","45985-348","BR"
"Avenida Darlene Conceição Correia","Teixeira de Freitas","BA","45986-024","BR"
"Rua Florisvaldo Nunes","Teixeira de Freitas","BA","45986-354","BR"
"Rua Inácio Monteiro","Teixeira de Freitas","BA","45989-127","BR"
"Avenida Minas Bahia","Teixeira de Freitas","BA","45989-476","BR"
"Rua Piúma","Teixeira de Freitas","BA","45989-626","BR"
"Rua Jardim América","Teixeira de Freitas","BA","45990-163","BR"
"Rua Colibris","Teixeira de Freitas","BA","45990-534","BR"
"Avenida Padre Anchieta","Teixeira de Freitas","BA","45992-090","BR"
"Rua XXV","Teixeira de Freitas","BA","45992-694","BR"
"Rua Visconde de Cairu","Teixeira de Freitas","BA","45994-318","BR"
"Rua Chile","Barreiras","BA","47800-412","BR"
"Rua da Peroba","Barreiras","BA","47802-464","BR"
"Rua França","Barreiras","BA","47803-121","BR"
"Rua das Flores","Barreiras","BA","47806-481","BR"
"Rua São Félix","Barreiras","BA","47810-677","BR"
"Praça Doutor Júlio de Melo","Caruaru","PE","55002-360","BR"
"Rua Capitão João Velho","Caruaru","PE","55002-400","BR"
"Rua Silva Filho","Caruaru","PE","55004-200","BR"
"Beco do Monte","Caruaru","PE","55008-382","BR"
"Rua Deputado Souto Filho","Caruaru","PE","55012-310","BR"
"","","","","BR"
"Rua Vital Brasil","Caruaru","PE","55016-190","BR"
"Travessa das Flores","Caruaru","PE","55018-040","BR"
"Travessa Manoel Caxeiro","Caruaru","PE","55020-066","BR"
"Rua Padre Toledo","Caruaru","PE","55020-120","BR"
"Rua Monsenhor Severino Otoni da Cruz Gouveia","Caruaru","PE","55020-506","BR"
"Rua R-39","Caruaru","PE","55021-365","BR"
"Avenida Miguel José de Melo","Caruaru","PE","55021-460","BR"
"Rua Juvenal Galeno","Caruaru","PE","55024-110","BR"
"Rua Irmã Maria Jerônimo","Caruaru","PE","55024-514","BR"
"Avenida Maria José Lyra","Caruaru","PE","55026-075","BR"
"Rua Mendonza","Caruaru","PE","55031-420","BR"
"","Tacaimbó","PE","55145-000","BR"
"Rua Antônio Rodrigues Medeiros de Freitas","Belo Jardim","PE","55150-530","BR"
"Rua Santa Sofia","Belo Jardim","PE","55153-060","BR"
"Rua João Faustino Ferreira","Belo Jardim","PE","55155-770","BR"
"Rua Quitéria Neves","Belo Jardim","PE","55155-971","BR"
"Rua Lianou Bezerra Leite","Sousa","PB","58807-043","BR"
"Avenida Senador Salgado Filho","Natal","RN","59015-000","BR"
"Travessa Pax","Natal","RN","59025-035","BR"
"Rua Gonçalves Ledo","Natal","RN","59025-330","BR"
"Travessa Doutor Napoleão Laureano","Natal","RN","59050-481","BR"
"Travessa Treze de Maio","Natal","RN","59054-115","BR"
"Rua Murilo Melo","Natal","RN","59054-510","BR"
"","","","","BR"
"Rua Ministro Raimundo de Brito","Natal","RN","59056-330","BR"
"Rua Dom Expedito","Natal","RN","59065-410","BR"
"Rua Villa Lobos","Natal","RN","59065-440","BR"
"Rua Paulicéa","Natal","RN","59068-670","BR"
"Rua Joaçaba","Natal","RN","59069-380","BR"
"Travessa Geraldo Buriti","Natal","RN","59070-075","BR"
"Rua Diderot Ribeiro","Natal","RN","59073-068","BR"
"Travessa Anápolis","Natal","RN","59073-126","BR"
"Travessa Orion","Natal","RN","59073-171","BR"
"Rua Senhor dos Passos","Natal","RN","59073-251","BR"
"Rua Santa Rita","Natal","RN","59073-387","BR"
"Travessa Mar e Céu","Natal","RN","59074-125","BR"
"Vila Ferro Cardoso","Natal","RN","59074-365","BR"
"Vila Amintas Barros","Natal","RN","59075-255","BR"
"Rua Bartolomeu Vasconcelos","Teresina","PI","64015-030","BR"
"Rua Dona Laura Azevedo","Teresina","PI","64016-725","BR"
"Rua Doutor Area Leão","Teresina","PI","64016-745","BR"
"Rua Beneditinos","Teresina","PI","64017-410","BR"
"Rua Wendel Jim Boavista","Teresina","PI","64020-097","BR"
"Rua Artur Bernardes","Teresina","PI","64022-108","BR"
"Quadra Parque Piauí","Teresina","PI","64025-250","BR"
"Rua Alvinópolis","Teresina","PI","64027-666","BR"
"Rua Dez","Teresina","PI","64028-843","BR"
"Quadra 40","Teresina","PI","64030-895","BR"
"Rua A","Teresina","PI","64032-114","BR"
"Quadra 62","Teresina","PI","64033-714","BR"
"Rua Dez","Teresina","PI","64034-256","BR"
"Rua Sebastião Araújo Fortes","Teresina","PI","64034-528","BR"
"Rua Miramar","Teresina","PI","64040-585","BR"
"Rua Cinquenta e Sete","Teresina","PI","64041-500","BR"
"Rua Doutor José Ribeiro Gonçalves","Teresina","PI","64048-455","BR"
"Rua Professora Marieta Pedreira Martins","Teresina","PI","64049-492","BR"
"Rua Desembargador Adalberto Correia Lima","Teresina","PI","64049-916","BR"
"Avenida Presidente Kennedy","Teresina","PI","64052-345","BR"
"Rua Veterinário Bujyja Britto","Teresina","PI","64052-410","BR"
"Rua Francisco de Souza Santos","Barreiras","BA","47811-015","BR"
"Rua Raimunda Lúcio Peixoto","Barreiras","BA","47813-120","BR"
"","","","","BR"
"","","","","BR"
"","","","","BR"
"Rua Paraguai","Paulo Afonso","BA","48605-230","BR"
"Rua Santa Rita","Paulo Afonso","BA","48609-034","BR"
"Rua Adauto Pereira de Souza","Paulo Afonso","BA","48611-114","BR"
"","","","","BR"
"Rua das Flores","Juazeiro","BA","48906-015","BR"
"Rua Ângelo Faustino","Juazeiro","BA","48906-090","BR"
"Rua José Invenção da Cruz","Aracaju","SE","49001-159","BR"
"","","","","BR"
"","","","","BR"
"","","","","BR"
"Rua Maria Alice O. Costa","Aracaju","SE","49026-110","BR"
"Avenida Hélio de Souza Leão","Aracaju","SE","49026-209","BR"
"Rua B","Aracaju","SE","49030-836","BR"
"Rua Juarez de Oliveira Ribeiro","Aracaju","SE","49031-220","BR"
"Avenida Senador Júlio Leite","Aracaju","SE","49037-580","BR"
"Praça Vereador Raul Ferreira de Andrade","Aracaju","SE","49040-710","BR"
"Rua Eduardo Dantas do Espírito Santo","Aracaju","SE","49042-140","BR"
"Rua Treze","Aracaju","SE","49043-727","BR"
"Rua Dezenove","Aracaju","SE","49044-169","BR"
"","","","","BR"
"Rua Alessandro Oliveira Porto","Aracaju","SE","49045-750","BR"
"Rua Jornalista Raimundo Almeida","Aracaju","SE","49050-440","BR"
"Rua Iago Augusto","Aracaju","SE","49060-703","BR"
"Rua José Nunes da Silva","Belo Jardim","PE","55157-635","BR"
"Rua Quinze de Novembro","Santa Cruz do Capibaribe","PE","55191-585","BR"
"Avenida Olímpio Bezerra de Arruda","Santa Cruz do Capibaribe","PE","55191-597","BR"
"Rua Vera Cruz","Santa Cruz do Capibaribe","PE","55192-205","BR"
"Rua Augusto Gomes do Amaral","Garanhuns","PE","55291-635","BR"
"Rua Flávio Pereira Brito","Garanhuns","PE","55293-445","BR"
"Rua Amadeu Tavares","Garanhuns","PE","55294-060","BR"
"Rua Cícero da Mota Oliveira","Garanhuns","PE","55294-577","BR"
"Rua Canhotinho","Garanhuns","PE","55295-555","BR"
"","","","","BR"
"Rua Vereador José Augusto Pinto","Garanhuns","PE","55297-575","BR"
"Praça da Biblia","Garanhuns","PE","55297-844","BR"
"Rua Dias Gomes","Garanhuns","PE","55299-350","BR"
"","Lagoa do Ouro","PE","55320-000","BR"
"","Cachoeirinha","PE","55383-000","BR"
"1ª Travessa Alto José Leite","Vitória de Santo Antão","PE","55602-511","BR"
"Rua Severino Alexandre da Silva","Vitória de Santo Antão","PE","55606-195","BR"
"Travessa Clube Abanadores o Leão","Vitória de Santo Antão","PE","55606-251","BR"
"Rua do Norte","Vitória de Santo Antão","PE","55608-273","BR"
"Rua Água Branca","Vitória de Santo Antão","PE","55610-340","BR"
"Rua do Salto","Vitória de Santo Antão","PE","55614-100","BR"
"Rua Devaldo Borges","Gravatá","PE","55640-208","BR"
"Rua Carlos Tavares","Natal","RN","59076-790","BR"
"Rua das Orquídeas","Natal","RN","59078-170","BR"
"Avenida Engenheiro Roberto Freire","Natal","RN","59078-972","BR"
"Rua Andrelândia","Natal","RN","59084-150","BR"
"Rua Campina Verde","Natal","RN","59084-230","BR"
"Rua Professora Maria Augusta da Trindade","Natal","RN","59086-170","BR"
"Rua Professor Alberto Moreira Campos","Natal","RN","59088-520","BR"
"Rua Santo Antônio","Natal","RN","59090-275","BR"
"Rua Prefeito Pompeu Jácome","Natal","RN","59090-513","BR"
"Rua Praia de Candeias","Natal","RN","59094-180","BR"
"Travessa Irmã Arcângela","Natal","RN","59104-271","BR"
"Travessa Valcácia","Natal","RN","59104-298","BR"
"Rua Agricolândia","Natal","RN","59108-370","BR"
"Rua Brusque","Natal","RN","59112-490","BR"
"Rua Augusto dos Anjos","Natal","RN","59114-206","BR"
"Rua Antônio Lisboa","Natal","RN","59114-251","BR"
"Rua Victor Leite","Natal","RN","59114-731","BR"
"Rua Torre de Marfim","Natal","RN","59122-043","BR"
"Travessa Acamim","Natal","RN","59123-402","BR"
"Rua São Rufino","Natal","RN","59123-700","BR"
"Rua Taguaritinga","Natal","RN","59124-020","BR"
"Acesso CPC Santa Teresa","Teresina","PI","64053-850","BR"
"Rua Acadêmico Joca Miguel de Matos","Teresina","PI","64057-660","BR"
"","","","","BR"
"Rua Barra do Longá","Teresina","PI","64058-770","BR"
"Rua Bandeirantes","Teresina","PI","64065-040","BR"
"Rua Espírito Santo","Teresina","PI","64071-680","BR"
"Rua Antonio Evangelista de Sousa","Teresina","PI","64079-123","BR"
"Rua Maetinga","Teresina","PI","64080-040","BR"
"Quadra A","Teresina","PI","64086-130","BR"
"Rua Milca Isabel Carvalho","Teresina","PI","64097-031","BR"
"Rua Costa Fernandes","Parnaíba","PI","64202-350","BR"
"Quadra D4","Parnaíba","PI","64213-155","BR"
"Quadra I1","Parnaíba","PI","64213-267","BR"
"Quadra J2","Parnaíba","PI","64213-272","BR"
"Quadra E","Parnaíba","PI","64216-865","BR"
"Quadra 35","Parnaíba","PI","64217-305","BR"
"Avenida Nenem Napoleão","Lagoinha do Piauí","PI","64465-970","BR"
"Rua São Francisco","Isaías Coelho","PI","64570-970","BR"
"Rua dos Três Poderes","Alagoinha do Piauí","PI","64655-970","BR"
"","Brejo do Piauí","PI","64895-000","BR"
"Rua Ângelo de Castro Rocha","Santa Filomena","PI","64945-970","BR"
"Avenida Davi Mascarenhas","Parnaguá","PI","64970-970","BR"
"Rua F","Aracaju","SE","49061-079","BR"
"Rua Vinte e Oito","Aracaju","SE","49061-112","BR"
"Rua Thales Ferraz","Aracaju","SE","49065-800","BR"
"","","","","BR"
"Rua D","Aracaju","SE","49070-856","BR"
"Travessa Vinte e Um de Abril","Aracaju","SE","49072-763","BR"
"Rua Jonaldo Bonfim","Aracaju","SE","49087-350","BR"
"Travessa Bela Vista","Aracaju","SE","49087-393","BR"
"Rua Nelson Maynard","Aracaju","SE","49090-210","BR"
"Rua Nilson Sabino Pinho","Recife","PE","50090-090","BR"
"Rua Comandante Arnaldo da Costa Varela","Recife","PE","50090-440","BR"
"Rua Pedro Afonso","Recife","PE","50100-220","BR"
"Rua Doutor Antiógenes Chaves","Recife","PE","50110-121","BR"
"Rua Santa Clara de Assis","Recife","PE","50110-472","BR"
"Rua Sergipe","Recife","PE","50110-765","BR"
"Rua Renato de Medeiros","Recife","PE","50610-150","BR"
"Rua Tamboril","Recife","PE","50640-200","BR"
"Rua Violonista Ernane Reis","Recife","PE","50680-660","BR"
"Rua Bernardino de Carvalho","Recife","PE","50730-310","BR"
"","","","","BR"
"Rua Mariante","Recife","PE","50791-002","BR"
"Rua Inajá","Recife","PE","50791-060","BR"
"Rua Doutor Aluísio Marques","Recife","PE","50810-320","BR"
"Rua Maria Emilia Ferraz Peixoto","Gravatá","PE","55640-813","BR"
"Avenida Zezinho Lamartine","Gravatá","PE","55643-204","BR"
"Rua Hipólito Felisberto de Abreu","Gravatá","PE","55643-280","BR"
"Rua Oscar José dos Santos","Gravatá","PE","55644-134","BR"
"1ª Travessa Primeiro de Janeiro","Gravatá","PE","55644-251","BR"
"Rua Cizino Barros e Silva","Gravatá","PE","55645-148","BR"
"Rua Júlio Manoel do Nascimento","Gravatá","PE","55645-696","BR"
"Rua Antônio Guilhermino do Nascimento","Gravatá","PE","55645-716","BR"
"Rua Osvaldo B da Silva","Gravatá","PE","55645-816","BR"
"Rua Coronel José Pessoa","Sairé","PE","55695-970","BR"
"","Taquaritinga do Norte","PE","55795-000","BR"
"Rua Moacir Gomes Santiago","Carpina","PE","55817-750","BR"
"2ª Travessa Tiradentes","Carpina","PE","55818-492","BR"
"Rua Joaquim Domingos de Freitas","Carpina","PE","55819-745","BR"
"Rua Edilberto Trigueiro","Petrolina","PE","56309-210","BR"
"Rua Setenta e Seis","Petrolina","PE","56309-750","BR"
"Rua José Granja Costa","Petrolina","PE","56310-190","BR"
"Rua Quinze","Petrolina","PE","56314-390","BR"
"Rua Quinze","Petrolina","PE","56316-170","BR"
"Rua Treze","Petrolina","PE","56319-650","BR"
"Rua da Graça","Petrolina","PE","56323-730","BR"
"Travessa da Mangueira","Natal","RN","59127-015","BR"
"Travessa Santa Vitória","Natal","RN","59129-495","BR"
"Rua Bela Vista","Natal","RN","59129-696","BR"
"Rua Pedro David Norzinho","Parnamirim","RN","59143-070","BR"
"Rua Cícero Manoel de Medeiros","Parnamirim","RN","59144-640","BR"
"Rua Beatriz Calixtrato Nunes","Parnamirim","RN","59145-090","BR"
"Rua da Caridade","Parnamirim","RN","59146-840","BR"
"Rua Nossa Senhora Aparecida","Parnamirim","RN","59148-333","BR"
"Avenida Ayrton Senna","Parnamirim","RN","59151-901","BR"
"Rua Aroeira","Parnamirim","RN","59152-100","BR"
"Rua Paraú","Parnamirim","RN","59152-360","BR"
"Rua Herbert Stubenrauch","Parnamirim","RN","59152-623","BR"
"Avenida Parque dos Pássaros","Parnamirim","RN","59154-175","BR"
"Rua Padre Carlos de Toledo e Melo","Parnamirim","RN","59155-680","BR"
"Rua Caminho Beira-Rio","Parnamirim","RN","59156-209","BR"
"","","","","BR"
"","","","","BR"
"","","","","BR"
"Rua Francisco Rosa da Silva","Mossoró","RN","59600-472","BR"
"Vila São José","Mossoró","RN","59604-392","BR"
"Rua Aderson Dutra","Mossoró","RN","59607-590","BR"
"Rua José Negócio de Almeida e Silva","Mossoró","RN","59615-401","BR"
"Rua Tonito Lima","Mossoró","RN","59616-220","BR"
"Rua São Pantaleão","São Luís","MA","65015-971","BR"
"Rua Múcio Teixeira","São Luís","MA","65025-640","BR"
"Travessa do Poço","São Luís","MA","65035-501","BR"
"Rua do Campo","São Luís","MA","65040-390","BR"
"Rua das Cajazeiras","São Luís","MA","65042-063","BR"
"Rua do Hortelã","São Luís","MA","65043-540","BR"
"Rua do Jatobá","São Luís","MA","65043-660","BR"
"Avenida Projetada","São Luís","MA","65047-390","BR"
"Rua Um","São Luís","MA","65049-270","BR"
"Rua Carmen Miranda","São Luís","MA","65050-470","BR"
"Rua Quinhentos","São Luís","MA","65052-872","BR"
"Travessa Oito de Dezembro","São Luís","MA","65054-092","BR"
"Avenida Dois","São Luís","MA","65054-866","BR"
"Avenida dos Franceses","São Luís","MA","65055-085","BR"
"Rua Doutor Henrique","São Luís","MA","65055-471","BR"
"Travessa Macieira","São Luís","MA","65057-170","BR"
"Rua 08","São Luís","MA","65058-037","BR"
"Rua 203 SO","São Luís","MA","65058-128","BR"
"Rua Oeste Interna","São Luís","MA","65058-207","BR"
"Rua 4D","São Luís","MA","65058-246","BR"
"Rua 10","São Luís","MA","65058-296","BR"
"Rua 23","São Luís","MA","65058-343","BR"
"3ª Travessa Justiça e Paz","Recife","PE","50875-133","BR"
"Rua Coronel Seara","Recife","PE","50900-050","BR"
"Travessa Domingos Teotonio","Recife","PE","50900-341","BR"
"Rua B","Recife","PE","50920-827","BR"
"Rua Doutor Mário Rodolfo Araújo Filho","Recife","PE","50950-110","BR"
"Rua Cajuri","Recife","PE","50980-140","BR"
"Praça Amaro Albino Pimentel","Recife","PE","50980-420","BR"
"Rua Professor Armando de Meira Lins","Recife","PE","50980-560","BR"
"Rua Vila Oliveira","Recife","PE","51011-690","BR"
"Rua Oito","Recife","PE","51150-238","BR"
"Rua Manoel Didier","Recife","PE","51160-240","BR"
"Rua Sueli Luna Menelau","Recife","PE","51170-150","BR"
"Rua Anita Garibaldi","Recife","PE","51190-330","BR"
"Rua Izabel de Souza","Recife","PE","51200-010","BR"
"Rua Rio Juruá","Recife","PE","51230-380","BR"
"","","","","BR"
"Travessa Mato Grosso","Recife","PE","51290-314","BR"
"Rua da Emília","Recife","PE","51300-030","BR"
"Rua Sílvio Tibiriçá","Recife","PE","51310-350","BR"
"Rua Paranavaí","Recife","PE","51340-480","BR"
"Rua João Cordeiro de Souza","Recife","PE","51340-730","BR"
"Rua Doutor Osvaldo Salsa","Recife","PE","52011-170","BR"
"Avenida Rui Barbosa","Recife","PE","52011-905","BR"
"Rua Serra da Seriema","Petrolina","PE","56324-660","BR"
"Rua Tiradentes","Petrolina","PE","56328-170","BR"
"Rua do Taquari","Petrolina","PE","56330-060","BR"
"Rua Qurenta e Cinco","Petrolina","PE","56332-076","BR"
"Rua Beleza do Agreste","Petrolina","PE","56332-100","BR"
"Rua Baraúna","Petrolina","PE","56332-200","BR"
"","Afrânio","PE","56370-000","BR"
"Rua Edivaldo Soares da Silva","Arcoverde","PE","56503-451","BR"
"Rua do Campo","Arcoverde","PE","56503-565","BR"
"Rua México","Arcoverde","PE","56508-212","BR"
"Rua Leôncio Brito de Melo","Arcoverde","PE","56512-390","BR"
"Rua Dezessete de Outubro","Arcoverde","PE","56519-370","BR"
"Travessa Onze","Serra Talhada","PE","56906-371","BR"
"Rua José Albérico de Souza Alves","Serra Talhada","PE","56909-185","BR"
"Rua M","Serra Talhada","PE","56909-580","BR"
"Rua Francisco de Souza Melo","Serra Talhada","PE","56912-172","BR"
"Rua Maria das Neves de Souza Nogueira","Serra Talhada","PE","56912-192","BR"
"Rua Bom Jesus dos Navegantes","Maceió","AL","57010-688","BR"
"2ª Travessa São Sebastião","Maceió","AL","57010-876","BR"
"Quadra 33","Maceió","AL","57014-508","BR"
"Rua Joaquim Ferreira de Barros","Maceió","AL","57018-105","BR"
"Rua Carlos Miranda","Maceió","AL","57025-665","BR"
"Rua Ernesto Emídio do Couto","Mossoró","RN","59625-738","BR"
"Rua Kleber Dantas Bezerra","Mossoró","RN","59631-105","BR"
"Rua Padre Francisco Pinto","Fortaleza","CE","60020-290","BR"
"Avenida 13 de Maio","Fortaleza","CE","60040-531","BR"
"Vila Figueiredo","Fortaleza","CE","60055-420","BR"
"Rua Capitão Melo","Fortaleza","CE","60120-095","BR"
"Rua Tibúrcio Cavalcanti","Fortaleza","CE","60125-100","BR"
"Vila Kiron","Fortaleza","CE","60130-540","BR"
"Praça João Dummar","Fortaleza","CE","60135-600","BR"
"Avenida Farias Brito","Fortaleza","CE","60160-240","BR"
"Rua Francisco Dias Ribeiro","Fortaleza","CE","60165-430","BR"
"Rua Geraldo F. de Lima","Fortaleza","CE","60170-030","BR"
"Rua Raimundo Resende","Fortaleza","CE","60170-090","BR"
"","","","","BR"
"Rua Titã","Fortaleza","CE","60180-190","BR"
"Rua Francisco Alves Pereira","Fortaleza","CE","60180-720","BR"
"Rua Dom Pedro II","Fortaleza","CE","60184-260","BR"
"Alameda das Tulipas","Fortaleza","CE","60190-350","BR"
"Rua Ana de Sá Pires","Fortaleza","CE","60191-705","BR"
"Rua Aquariús","Fortaleza","CE","60330-410","BR"
"Vila Alamo","Fortaleza","CE","60336-620","BR"
"Rua Doutor Vitor Juliano Ribeiro","Fortaleza","CE","60337-305","BR"
"Avenida Brasil","São Luís","MA","65058-510","BR"
