STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
Rua Jovino Nepomuceno,Campina Grande,PB,58421-345,BR,-35.92173,-7.27444
Rua Doutor Luciano de França Sodré,Campina Grande,PB,58423-218,BR,-35.92285,-7.24973
Rua Maria Carolina de Amorim Pereira Zilli,Campina Grande,PB,58423-323,BR,-35.92419,-7.25694
Rua João Gomes,Campina Grande,PB,58430-400,BR,-35.91798,-7.21972
Rua Francisco Alves Reis,Campina Grande,PB,58432-532,BR,-35.9185,-7.24411
Rua José Gomes Filho,Campina Grande,PB,58433-219,BR,-35.92378,-7.23511
Rua Luís Rodrigues de Albuquerque,Campina Grande,PB,58434-320,BR,-35.93199,-7.23485
,,,,BR,-51.75714,-13.64723
Rua Jeová Bezerra,Patos,PB,58700-090,BR,-37.28134,-7.02796
Rua Antônio José Leite,Patos,PB,58700-153,BR,-37.29691,-7.01407
Rua Aluízio de Queiroz Melo,Patos,PB,58704-370,BR,-37.28605,-7.01992
Avenida das Laranjeiras,Patos,PB,58705-650,BR,-37.28887,-7.01981
Rua Sete de Setembro,Patos,PB,58708-275,BR,-37.28103,-7.06432
Rua Raimundo de Paiva Gadelha,Sousa,PB,58800-520,BR,-38.22612,-6.76889
Rua Joaquim Pinto de Oliveira,Sousa,PB,58802-090,BR,-38.22433,-6.76285
Travessa José Celestino de Paula,Sousa,PB,58806-626,BR,-38.2321,-6.76877
Rua Fernando Henrique Lima de Queiroz,Sousa,PB,58807-015,BR,-38.23044,-6.75859
Rua Belchior Gomes de Araújo,Iguatu,CE,63505-405,BR,-39.30732,-6.37927
,Acopiara,CE,63562-000,BR,-39.44884,-6.08995
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
Rua 7,Quixadá,CE,63901-210,BR,-39.01614,-4.97159
Rua Francisco Carlos Cavalcante Roque,Quixadá,CE,63901-280,BR,-39.02613,-4.96759
Rua Helder Valderk Monteiro,Quixadá,CE,63903-380,BR,-39.03847,-4.97874
Rua José Almeida Barros,Quixadá,CE,63906-060,BR,-39.01318,-4.99533
Rua Aderaldo Ferreira de Araújo,Quixadá,CE,63908-763,BR,-39.01371,-4.96374
Rua Senador Teodoro Pacheco,Teresina,PI,64001-902,BR,-42.818,-5.09385
Rua Oito,Teresina,PI,64005-513,BR,-42.75306,-5.03136
Avenida Duque de Caxias,Teresina,PI,64006-245,BR,-42.8075,-5.02935
Rua Vinícius de Morais,Teresina,PI,64006-600,BR,-42.80458,-5.04222
Rua Castelo do Piauí,Teresina,PI,64008-363,BR,-42.82434,-5.04557
Rua Doze,Teresina,PI,64011-623,BR,-42.69288,-5.08659
Rua Santa Luzia,Teresina,PI,64012-090,BR,-42.77873,-5.00497
Quadra AC,Teresina,PI,64012-336,BR,-42.79238,-5.09538
Quadra C,Teresina,PI,64012-361,BR,-42.73228,-5.09447
Rua Carlos Alberto Carneiro,Teresina,PI,64012-520,BR,-42.79403,-5.16084
Quadra W,Teresina,PI,64012-643,BR,-42.75337,-5.03899
Quadra I,Teresina,PI,64012-821,BR,-42.80875,-5.06765
Quadra 37,Teresina,PI,64013-490,BR,-42.81387,-5.11283
Quadra 53,Teresina,PI,64013-506,BR,-42.81387,-5.11283
Rua Professor João Alencar Araripe,Ilhéus,BA,45657-655,BR,-39.03797,-14.79662
Rua Galdino Fernandes,Ilhéus,BA,45658-606,BR,-39.0435,-14.79891
,Itarantim,BA,45780-000,BR,-40.0703,-15.66754
Praça da Bandeira,Eunápolis,BA,45820-070,BR,-39.58795,-16.37526
Avenida Dom Vital,Eunápolis,BA,45823-411,BR,-39.57514,-16.34064
,Camacan,BA,45880-000,BR,-39.49478,-15.40832
Rua das Perdizes,Teixeira de Freitas,BA,45985-348,BR,-39.75261,-17.53013
Avenida Darlene Conceição Correia,Teixeira de Freitas,BA,45986-024,BR,-39.76829,-17.52372
Rua Florisvaldo Nunes,Teixeira de Freitas,BA,45986-354,BR,-39.77199,-17.52169
Rua Inácio Monteiro,Teixeira de Freitas,BA,45989-127,BR,-39.71329,-17.54495
Avenida Minas Bahia,Teixeira de Freitas,BA,45989-476,BR,-39.75385,-17.55072
Rua Piúma,Teixeira de Freitas,BA,45989-626,BR,-39.7389,-17.55877
Rua Jardim América,Teixeira de Freitas,BA,45990-163,BR,-39.72828,-17.54334
Rua Colibris,Teixeira de Freitas,BA,45990-534,BR,-39.73456,-17.54984
Avenida Padre Anchieta,Teixeira de Freitas,BA,45992-090,BR,-39.74298,-17.55431
Rua XXV,Teixeira de Freitas,BA,45992-694,BR,-39.71606,-17.54102
Rua Visconde de Cairu,Teixeira de Freitas,BA,45994-318,BR,-39.76239,-17.5326
Rua Chile,Barreiras,BA,47800-412,BR,-45.007,-12.16532
Rua da Peroba,Barreiras,BA,47802-464,BR,-44.96896,-12.15567
Rua França,Barreiras,BA,47803-121,BR,-45.02488,-12.13355
Rua das Flores,Barreiras,BA,47806-481,BR,-45.017,-12.13432
Rua São Félix,Barreiras,BA,47810-677,BR,-45.0064,-12.14054
Praça Doutor Júlio de Melo,Caruaru,PE,55002-360,BR,-35.96506,-8.28374
Rua Capitão João Velho,Caruaru,PE,55002-400,BR,-35.96779,-8.28104
Rua Silva Filho,Caruaru,PE,55004-200,BR,-35.94326,-8.28637
Beco do Monte,Caruaru,PE,55008-382,BR,-35.97575,-8.28385
Rua Deputado Souto Filho,Caruaru,PE,55012-310,BR,-35.96978,-8.28141
,,,,BR,-51.75714,-13.64723
Rua Vital Brasil,Caruaru,PE,55016-190,BR,-35.96314,-8.27457
Travessa das Flores,Caruaru,PE,55018-040,BR,-35.96561,-8.2783
Travessa Manoel Caxeiro,Caruaru,PE,55020-066,BR,-35.96708,-8.29229
Rua Padre Toledo,Caruaru,PE,55020-120,BR,-35.96813,-8.27926
Rua Monsenhor Severino Otoni da Cruz Gouveia,Caruaru,PE,55020-506,BR,-35.98151,-8.27791
Rua R-39,Caruaru,PE,55021-365,BR,-35.98151,-8.27791
Avenida Miguel José de Melo,Caruaru,PE,55021-460,BR,-35.99674,-8.27575
Rua Juvenal Galeno,Caruaru,PE,55024-110,BR,-35.95998,-8.28739
Rua Irmã Maria Jerônimo,Caruaru,PE,55024-514,BR,-35.94094,-8.28396
Avenida Maria José Lyra,Caruaru,PE,55026-075,BR,-35.95021,-8.29648
Rua Mendonza,Caruaru,PE,55031-420,BR,-35.97846,-8.30934
,Tacaimbó,PE,55145-000,BR,-36.28871,-8.31883
Rua Antônio Rodrigues Medeiros de Freitas,Belo Jardim,PE,55150-530,BR,-36.41311,-8.33667
Rua Santa Sofia,Belo Jardim,PE,55153-060,BR,-36.43283,-8.33283
Rua João Faustino Ferreira,Belo Jardim,PE,55155-770,BR,-36.41872,-8.32559
Rua Quitéria Neves,Belo Jardim,PE,55155-971,BR,-36.42031,-8.33387
Rua Lianou Bezerra Leite,Sousa,PB,58807-043,BR,-38.23942,-6.77274
Avenida Senador Salgado Filho,Natal,RN,59015-000,BR,-35.20686,-5.84929
Travessa Pax,Natal,RN,59025-035,BR,-35.20603,-5.78244
Rua Gonçalves Ledo,Natal,RN,59025-330,BR,-35.20848,-5.7876
Travessa Doutor Napoleão Laureano,Natal,RN,59050-481,BR,-35.19861,-5.81231
Travessa Treze de Maio,Natal,RN,59054-115,BR,-35.22929,-5.80635
Rua Murilo Melo,Natal,RN,59054-510,BR,-35.2189,-5.81601
,,,,BR,-51.75714,-13.64723
Rua Ministro Raimundo de Brito,Natal,RN,59056-330,BR,-35.20235,-5.81837
Rua Dom Expedito,Natal,RN,59065-410,BR,-35.22187,-5.83907
Rua Villa Lobos,Natal,RN,59065-440,BR,-35.22226,-5.83552
Rua Paulicéa,Natal,RN,59068-670,BR,-35.23725,-5.85412
Rua Joaçaba,Natal,RN,59069-380,BR,-35.24555,-5.85035
Travessa Geraldo Buriti,Natal,RN,59070-075,BR,-35.23364,-5.82778
Rua Diderot Ribeiro,Natal,RN,59073-068,BR,-35.2218,-5.87461
Travessa Anápolis,Natal,RN,59073-126,BR,-35.25185,-5.8527
Travessa Orion,Natal,RN,59073-171,BR,-35.22762,-5.80143
Rua Senhor dos Passos,Natal,RN,59073-251,BR,-35.25536,-5.85721
Rua Santa Rita,Natal,RN,59073-387,BR,-35.25492,-5.86247
Travessa Mar e Céu,Natal,RN,59074-125,BR,-35.26324,-5.82149
Vila Ferro Cardoso,Natal,RN,59074-365,BR,-35.25931,-5.82944
Vila Amintas Barros,Natal,RN,59075-255,BR,-35.19884,-5.82498
Rua Bartolomeu Vasconcelos,Teresina,PI,64015-030,BR,-42.79768,-5.09459
Rua Dona Laura Azevedo,Teresina,PI,64016-725,BR,-42.79997,-5.10632
Rua Doutor Area Leão,Teresina,PI,64016-745,BR,-42.81593,-5.07493
Rua Beneditinos,Teresina,PI,64017-410,BR,-42.79663,-5.11532
Rua Wendel Jim Boavista,Teresina,PI,64020-097,BR,-42.81164,-5.09067
Rua Artur Bernardes,Teresina,PI,64022-108,BR,-42.79565,-5.13394
Quadra Parque Piauí,Teresina,PI,64025-250,BR,-42.78361,-5.14555
Rua Alvinópolis,Teresina,PI,64027-666,BR,-42.73475,-5.0588
Rua Dez,Teresina,PI,64028-843,BR,-42.77184,-5.00843
Quadra 40,Teresina,PI,64030-895,BR,-42.81387,-5.11283
Rua A,Teresina,PI,64032-114,BR,-42.76897,-5.18348
Quadra 62,Teresina,PI,64033-714,BR,-42.81387,-5.11283
Rua Dez,Teresina,PI,64034-256,BR,-42.77184,-5.00843
Rua Sebastião Araújo Fortes,Teresina,PI,64034-528,BR,-42.78912,-5.16649
Rua Miramar,Teresina,PI,64040-585,BR,-42.80363,-5.13115
Rua Cinquenta e Sete,Teresina,PI,64041-500,BR,-42.7628,-5.11348
Rua Doutor José Ribeiro Gonçalves,Teresina,PI,64048-455,BR,-42.78979,-5.05296
Rua Professora Marieta Pedreira Martins,Teresina,PI,64049-492,BR,-42.80058,-5.06363
Rua Desembargador Adalberto Correia Lima,Teresina,PI,64049-916,BR,-42.7969,-5.05388
Avenida Presidente Kennedy,Teresina,PI,64052-345,BR,-42.77001,-5.06544
Rua Veterinário Bujyja Britto,Teresina,PI,64052-410,BR,-42.78033,-5.06697
Rua Francisco de Souza Santos,Barreiras,BA,47811-015,BR,-45.00299,-12.13012
Rua Raimunda Lúcio Peixoto,Barreiras,BA,47813-120,BR,-45.01057,-12.12474
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
Rua Paraguai,Paulo Afonso,BA,48605-230,BR,-38.22951,-9.393
Rua Santa Rita,Paulo Afonso,BA,48609-034,BR,-38.21891,-9.44636
Rua Adauto Pereira de Souza,Paulo Afonso,BA,48611-114,BR,-38.20873,-9.45105
,,,,BR,-51.75714,-13.64723
Rua das Flores,Juazeiro,BA,48906-015,BR,-40.47918,-9.43611
Rua Ângelo Faustino,Juazeiro,BA,48906-090,BR,-40.4772,-9.43138
Rua José Invenção da Cruz,Aracaju,SE,49001-159,BR,-37.07446,-10.90921
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
Rua Maria Alice O. Costa,Aracaju,SE,49026-110,BR,-37.0622,-10.94441
Avenida Hélio de Souza Leão,Aracaju,SE,49026-209,BR,-37.07446,-10.90921
Rua B,Aracaju,SE,49030-836,BR,-37.09498,-10.89976
Rua Juarez de Oliveira Ribeiro,Aracaju,SE,49031-220,BR,-37.07197,-10.97131
Avenida Senador Júlio Leite,Aracaju,SE,49037-580,BR,-37.07179,-10.98786
Praça Vereador Raul Ferreira de Andrade,Aracaju,SE,49040-710,BR,-37.09629,-10.89357
Rua Eduardo Dantas do Espírito Santo,Aracaju,SE,49042-140,BR,-37.08383,-10.96777
Rua Treze,Aracaju,SE,49043-727,BR,-37.1015,-10.89837
Rua Dezenove,Aracaju,SE,49044-169,BR,-37.0979,-10.98251
,,,,BR,-51.75714,-13.64723
Rua Alessandro Oliveira Porto,Aracaju,SE,49045-750,BR,-37.07015,-10.93491
Rua Jornalista Raimundo Almeida,Aracaju,SE,49050-440,BR,-37.06751,-10.92596
Rua Iago Augusto,Aracaju,SE,49060-703,BR,-37.06547,-10.89347
Rua José Nunes da Silva,Belo Jardim,PE,55157-635,BR,-36.41988,-8.33187
Rua Quinze de Novembro,Santa Cruz do Capibaribe,PE,55191-585,BR,-36.19853,-7.95443
Avenida Olímpio Bezerra de Arruda,Santa Cruz do Capibaribe,PE,55191-597,BR,-36.19853,-7.95443
Rua Vera Cruz,Santa Cruz do Capibaribe,PE,55192-205,BR,-36.2067,-7.95899
Rua Augusto Gomes do Amaral,Garanhuns,PE,55291-635,BR,-36.48425,-8.90959
Rua Flávio Pereira Brito,Garanhuns,PE,55293-445,BR,-36.49655,-8.89072
Rua Amadeu Tavares,Garanhuns,PE,55294-060,BR,-36.51361,-8.89509
Rua Cícero da Mota Oliveira,Garanhuns,PE,55294-577,BR,-36.49757,-8.88466
Rua Canhotinho,Garanhuns,PE,55295-555,BR,-36.48647,-8.87515
,,,,BR,-51.75714,-13.64723
Rua Vereador José Augusto Pinto,Garanhuns,PE,55297-575,BR,-36.48077,-8.89292
Praça da Biblia,Garanhuns,PE,55297-844,BR,-36.49655,-8.89072
Rua Dias Gomes,Garanhuns,PE,55299-350,BR,-36.46014,-8.88321
,Lagoa do Ouro,PE,55320-000,BR,-36.45909,-9.13055
,Cachoeirinha,PE,55383-000,BR,-36.23581,-8.48725
1ª Travessa Alto José Leite,Vitória de Santo Antão,PE,55602-511,BR,-35.29161,-8.12099
Rua Severino Alexandre da Silva,Vitória de Santo Antão,PE,55606-195,BR,-35.31202,-8.12421
Travessa Clube Abanadores o Leão,Vitória de Santo Antão,PE,55606-251,BR,-35.31435,-8.11995
Rua do Norte,Vitória de Santo Antão,PE,55608-273,BR,-35.30327,-8.10795
Rua Água Branca,Vitória de Santo Antão,PE,55610-340,BR,-35.28659,-8.10261
Rua do Salto,Vitória de Santo Antão,PE,55614-100,BR,-35.27219,-8.09188
Rua Devaldo Borges,Gravatá,PE,55640-208,BR,-35.56963,-8.17671
Rua Carlos Tavares,Natal,RN,59076-790,BR,-35.2071,-5.8359
Rua das Orquídeas,Natal,RN,59078-170,BR,-35.20687,-5.84439
Avenida Engenheiro Roberto Freire,Natal,RN,59078-972,BR,-35.20849,-5.84829
Rua Andrelândia,Natal,RN,59084-150,BR,-35.20036,-5.86798
Rua Campina Verde,Natal,RN,59084-230,BR,-35.20337,-5.86711
Rua Professora Maria Augusta da Trindade,Natal,RN,59086-170,BR,-35.21382,-5.85897
Rua Professor Alberto Moreira Campos,Natal,RN,59088-520,BR,-35.20181,-5.88022
Rua Santo Antônio,Natal,RN,59090-275,BR,-35.16508,-5.8891
Rua Prefeito Pompeu Jácome,Natal,RN,59090-513,BR,-35.17667,-5.88692
Rua Praia de Candeias,Natal,RN,59094-180,BR,-35.17797,-5.87863
Travessa Irmã Arcângela,Natal,RN,59104-271,BR,-35.25766,-5.86184
Travessa Valcácia,Natal,RN,59104-298,BR,-35.21311,-5.85905
Rua Agricolândia,Natal,RN,59108-370,BR,-35.26487,-5.7644
Rua Brusque,Natal,RN,59112-490,BR,-35.26169,-5.75113
Rua Augusto dos Anjos,Natal,RN,59114-206,BR,-35.22199,-5.84066
Rua Antônio Lisboa,Natal,RN,59114-251,BR,-35.26202,-5.83925
Rua Victor Leite,Natal,RN,59114-731,BR,-35.27722,-5.74369
Rua Torre de Marfim,Natal,RN,59122-043,BR,-35.23398,-5.75398
Travessa Acamim,Natal,RN,59123-402,BR,-35.25766,-5.86184
Rua São Rufino,Natal,RN,59123-700,BR,-35.24874,-5.73591
Rua Taguaritinga,Natal,RN,59124-020,BR,-35.24452,-5.75425
Acesso CPC Santa Teresa,Teresina,PI,64053-850,BR,-42.81164,-5.09067
Rua Acadêmico Joca Miguel de Matos,Teresina,PI,64057-660,BR,-42.73382,-5.05324
,,,,BR,-51.75714,-13.64723
Rua Barra do Longá,Teresina,PI,64058-770,BR,-42.75081,-5.06053
Rua Bandeirantes,Teresina,PI,64065-040,BR,-42.7764,-5.00668
Rua Espírito Santo,Teresina,PI,64071-680,BR,-42.73283,-5.03993
Rua Antonio Evangelista de Sousa,Teresina,PI,64079-123,BR,-42.81164,-5.09067
Rua Maetinga,Teresina,PI,64080-040,BR,-42.82255,-4.97775
Quadra A,Teresina,PI,64086-130,BR,-42.74222,-5.04729
Rua Milca Isabel Carvalho,Teresina,PI,64097-031,BR,-42.81164,-5.09067
Rua Costa Fernandes,Parnaíba,PI,64202-350,BR,-41.7573,-2.90864
Quadra D4,Parnaíba,PI,64213-155,BR,-41.73697,-2.92006
Quadra I1,Parnaíba,PI,64213-267,BR,-41.73591,-2.91907
Quadra J2,Parnaíba,PI,64213-272,BR,-41.73642,-2.91903
Quadra E,Parnaíba,PI,64216-865,BR,-41.73645,-2.92009
Quadra 35,Parnaíba,PI,64217-305,BR,-41.75957,-2.92593
Avenida Nenem Napoleão,Lagoinha do Piauí,PI,64465-970,BR,-42.62347,-5.83294
Rua São Francisco,Isaías Coelho,PI,64570-970,BR,-41.67949,-7.73606
Rua dos Três Poderes,Alagoinha do Piauí,PI,64655-970,BR,-40.93522,-7.01071
,Brejo do Piauí,PI,64895-000,BR,-42.84466,-8.2069
Rua Ângelo de Castro Rocha,Santa Filomena,PI,64945-970,BR,-45.92094,-9.12449
Avenida Davi Mascarenhas,Parnaguá,PI,64970-970,BR,-44.63788,-10.22628
Rua F,Aracaju,SE,49061-079,BR,-37.07446,-10.90921
Rua Vinte e Oito,Aracaju,SE,49061-112,BR,-37.09697,-10.99946
Rua Thales Ferraz,Aracaju,SE,49065-800,BR,-37.05281,-10.9012
,,,,BR,-51.75714,-13.64723
Rua D,Aracaju,SE,49070-856,BR,-37.07976,-10.89954
Travessa Vinte e Um de Abril,Aracaju,SE,49072-763,BR,-37.07337,-10.89914
Rua Jonaldo Bonfim,Aracaju,SE,49087-350,BR,-37.08447,-10.89479
Travessa Bela Vista,Aracaju,SE,49087-393,BR,-37.07793,-10.89636
Rua Nelson Maynard,Aracaju,SE,49090-210,BR,-37.09497,-10.89352
Rua Nilson Sabino Pinho,Recife,PE,50090-090,BR,-34.89038,-8.0739
Rua Comandante Arnaldo da Costa Varela,Recife,PE,50090-440,BR,-34.89517,-8.07847
Rua Pedro Afonso,Recife,PE,50100-220,BR,-34.8854,-8.0468
Rua Doutor Antiógenes Chaves,Recife,PE,50110-121,BR,-34.92262,-8.00016
Rua Santa Clara de Assis,Recife,PE,50110-472,BR,-34.87629,-8.03987
Rua Sergipe,Recife,PE,50110-765,BR,-34.91553,-8.01448
Rua Renato de Medeiros,Recife,PE,50610-150,BR,-34.90569,-8.05561
Rua Tamboril,Recife,PE,50640-200,BR,-34.9296,-8.05919
Rua Violonista Ernane Reis,Recife,PE,50680-660,BR,-34.97796,-7.94105
Rua Bernardino de Carvalho,Recife,PE,50730-310,BR,-34.9446,-8.05579
,,,,BR,-51.75714,-13.64723
Rua Mariante,Recife,PE,50791-002,BR,-34.90476,-8.0199
Rua Inajá,Recife,PE,50791-060,BR,-34.96713,-8.08905
Rua Doutor Aluísio Marques,Recife,PE,50810-320,BR,-34.95888,-8.04138
Rua Maria Emilia Ferraz Peixoto,Gravatá,PE,55640-813,BR,-35.52069,-8.20894
Avenida Zezinho Lamartine,Gravatá,PE,55643-204,BR,-35.54259,-8.19511
Rua Hipólito Felisberto de Abreu,Gravatá,PE,55643-280,BR,-35.56731,-8.21391
Rua Oscar José dos Santos,Gravatá,PE,55644-134,BR,-35.55986,-8.20668
1ª Travessa Primeiro de Janeiro,Gravatá,PE,55644-251,BR,-35.57307,-8.20927
Rua Cizino Barros e Silva,Gravatá,PE,55645-148,BR,-35.56671,-8.20079
Rua Júlio Manoel do Nascimento,Gravatá,PE,55645-696,BR,-35.56671,-8.20079
Rua Antônio Guilhermino do Nascimento,Gravatá,PE,55645-716,BR,-35.59291,-8.19285
Rua Osvaldo B da Silva,Gravatá,PE,55645-816,BR,-35.58534,-8.19816
Rua Coronel José Pessoa,Sairé,PE,55695-970,BR,-35.70731,-8.33051
,Taquaritinga do Norte,PE,55795-000,BR,-36.09069,-7.85686
Rua Moacir Gomes Santiago,Carpina,PE,55817-750,BR,-35.2554,-7.84537
2ª Travessa Tiradentes,Carpina,PE,55818-492,BR,-35.25033,-7.84959
Rua Joaquim Domingos de Freitas,Carpina,PE,55819-745,BR,-35.26478,-7.84257
Rua Edilberto Trigueiro,Petrolina,PE,56309-210,BR,-40.50887,-9.39473
Rua Setenta e Seis,Petrolina,PE,56309-750,BR,-40.54112,-9.38516
Rua José Granja Costa,Petrolina,PE,56310-190,BR,-40.53464,-9.38328
Rua Quinze,Petrolina,PE,56314-390,BR,-40.50563,-9.35352
Rua Quinze,Petrolina,PE,56316-170,BR,-40.50563,-9.35352
Rua Treze,Petrolina,PE,56319-650,BR,-40.47552,-9.35738
Rua da Graça,Petrolina,PE,56323-730,BR,-40.61694,-9.32804
Travessa da Mangueira,Natal,RN,59127-015,BR,-35.2473,-5.75429
Travessa Santa Vitória,Natal,RN,59129-495,BR,-35.23434,-5.72811
Rua Bela Vista,Natal,RN,59129-696,BR,-35.26271,-5.74621
Rua Pedro David Norzinho,Parnamirim,RN,59143-070,BR,-35.27834,-5.93062
Rua Cícero Manoel de Medeiros,Parnamirim,RN,59144-640,BR,-35.28397,-5.94565
Rua Beatriz Calixtrato Nunes,Parnamirim,RN,59145-090,BR,-35.28187,-5.90955
Rua da Caridade,Parnamirim,RN,59146-840,BR,-35.26668,-5.89435
Rua Nossa Senhora Aparecida,Parnamirim,RN,59148-333,BR,-35.23593,-5.89262
Avenida Ayrton Senna,Parnamirim,RN,59151-901,BR,-35.20087,-5.89187
Rua Aroeira,Parnamirim,RN,59152-100,BR,-35.19311,-5.88968
Rua Paraú,Parnamirim,RN,59152-360,BR,-35.20297,-5.8908
Rua Herbert Stubenrauch,Parnamirim,RN,59152-623,BR,-35.19768,-5.89981
Avenida Parque dos Pássaros,Parnamirim,RN,59154-175,BR,-35.21941,-5.91127
Rua Padre Carlos de Toledo e Melo,Parnamirim,RN,59155-680,BR,-35.24196,-5.93011
Rua Caminho Beira-Rio,Parnamirim,RN,59156-209,BR,-35.25178,-5.93876
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
Rua Francisco Rosa da Silva,Mossoró,RN,59600-472,BR,-37.3547,-5.20998
Vila São José,Mossoró,RN,59604-392,BR,-37.35262,-5.20598
Rua Aderson Dutra,Mossoró,RN,59607-590,BR,-37.37493,-5.20281
Rua José Negócio de Almeida e Silva,Mossoró,RN,59615-401,BR,-37.34422,-5.18784
Rua Tonito Lima,Mossoró,RN,59616-220,BR,-37.36214,-5.16184
Rua São Pantaleão,São Luís,MA,65015-971,BR,-44.29995,-2.54269
Rua Múcio Teixeira,São Luís,MA,65025-640,BR,-44.29805,-2.54265
Travessa do Poço,São Luís,MA,65035-501,BR,-44.26853,-2.51963
Rua do Campo,São Luís,MA,65040-390,BR,-44.20076,-2.60399
Rua das Cajazeiras,São Luís,MA,65042-063,BR,-44.2964,-2.50676
Rua do Hortelã,São Luís,MA,65043-540,BR,-44.25511,-2.55803
Rua do Jatobá,São Luís,MA,65043-660,BR,-44.28072,-2.56782
Avenida Projetada,São Luís,MA,65047-390,BR,-44.22232,-2.51171
Rua Um,São Luís,MA,65049-270,BR,-44.19375,-2.57874
Rua Carmen Miranda,São Luís,MA,65050-470,BR,-44.21925,-2.53783
Rua Quinhentos,São Luís,MA,65052-872,BR,-44.20952,-2.54899
Travessa Oito de Dezembro,São Luís,MA,65054-092,BR,-44.24684,-2.61758
Avenida Dois,São Luís,MA,65054-866,BR,-44.25074,-2.5132
Avenida dos Franceses,São Luís,MA,65055-085,BR,-44.241,-2.57821
Rua Doutor Henrique,São Luís,MA,65055-471,BR,-44.2526,-2.54215
Travessa Macieira,São Luís,MA,65057-170,BR,-44.23613,-2.55884
Rua 08,São Luís,MA,65058-037,BR,-44.30253,-2.50754
Rua 203 SO,São Luís,MA,65058-128,BR,-44.21215,-2.60695
Rua Oeste Interna,São Luís,MA,65058-207,BR,-44.20586,-2.57138
Rua 4D,São Luís,MA,65058-246,BR,-44.21411,-2.53637
Rua 10,São Luís,MA,65058-296,BR,-44.30253,-2.50754
Rua 23,São Luís,MA,65058-343,BR,-44.30253,-2.50754
3ª Travessa Justiça e Paz,Recife,PE,50875-133,BR,-34.93348,-8.10037
Rua Coronel Seara,Recife,PE,50900-050,BR,-34.93767,-8.09032
Travessa Domingos Teotonio,Recife,PE,50900-341,BR,-34.94163,-8.09291
Rua B,Recife,PE,50920-827,BR,-34.90698,-8.10539
Rua Doutor Mário Rodolfo Araújo Filho,Recife,PE,50950-110,BR,-34.98739,-8.06748
Rua Cajuri,Recife,PE,50980-140,BR,-34.92058,-8.10381
Praça Amaro Albino Pimentel,Recife,PE,50980-420,BR,-34.89808,-8.10934
Rua Professor Armando de Meira Lins,Recife,PE,50980-560,BR,-34.95852,-8.02857
Rua Vila Oliveira,Recife,PE,51011-690,BR,-34.87036,-8.05603
Rua Oito,Recife,PE,51150-238,BR,-34.95761,-7.99582
Rua Manoel Didier,Recife,PE,51160-240,BR,-34.90643,-8.10597
Rua Sueli Luna Menelau,Recife,PE,51170-150,BR,-34.91724,-8.09031
Rua Anita Garibaldi,Recife,PE,51190-330,BR,-34.92079,-8.11801
Rua Izabel de Souza,Recife,PE,51200-010,BR,-34.91294,-8.10983
Rua Rio Juruá,Recife,PE,51230-380,BR,-34.93721,-8.11367
,,,,BR,-51.75714,-13.64723
Travessa Mato Grosso,Recife,PE,51290-314,BR,-34.94801,-8.12348
Rua da Emília,Recife,PE,51300-030,BR,-34.94706,-8.13188
Rua Sílvio Tibiriçá,Recife,PE,51310-350,BR,-34.88264,-8.00937
Rua Paranavaí,Recife,PE,51340-480,BR,-34.95423,-8.12179
Rua João Cordeiro de Souza,Recife,PE,51340-730,BR,-34.95076,-8.12425
Rua Doutor Osvaldo Salsa,Recife,PE,52011-170,BR,-34.9024,-8.04976
Avenida Rui Barbosa,Recife,PE,52011-905,BR,-34.90344,-8.04102
Rua Serra da Seriema,Petrolina,PE,56324-660,BR,-40.47152,-9.34717
Rua Tiradentes,Petrolina,PE,56328-170,BR,-40.48678,-9.38904
Rua do Taquari,Petrolina,PE,56330-060,BR,-40.49506,-9.38135
Rua Qurenta e Cinco,Petrolina,PE,56332-076,BR,-40.55118,-9.3843
Rua Beleza do Agreste,Petrolina,PE,56332-100,BR,-40.46422,-9.38903
Rua Baraúna,Petrolina,PE,56332-200,BR,-40.54989,-9.37933
,Afrânio,PE,56370-000,BR,-41.13743,-8.63595
Rua Edivaldo Soares da Silva,Arcoverde,PE,56503-451,BR,-37.06074,-8.42904
Rua do Campo,Arcoverde,PE,56503-565,BR,-37.06407,-8.41867
Rua México,Arcoverde,PE,56508-212,BR,-37.06407,-8.41867
Rua Leôncio Brito de Melo,Arcoverde,PE,56512-390,BR,-37.0703,-8.41435
Rua Dezessete de Outubro,Arcoverde,PE,56519-370,BR,-37.07692,-8.41174
Travessa Onze,Serra Talhada,PE,56906-371,BR,-38.31179,-7.99019
Rua José Albérico de Souza Alves,Serra Talhada,PE,56909-185,BR,-38.27583,-7.97742
Rua M,Serra Talhada,PE,56909-580,BR,-38.3066,-7.98201
Rua Francisco de Souza Melo,Serra Talhada,PE,56912-172,BR,-38.28297,-7.99166
Rua Maria das Neves de Souza Nogueira,Serra Talhada,PE,56912-192,BR,-38.29583,-7.99875
Rua Bom Jesus dos Navegantes,Maceió,AL,57010-688,BR,-35.7602,-9.66784
